R,T,Mean
1,1,0.61378246267692215809574918239377439022064208984375
1,2,0.4103899229142033422412794152478454634547233581543
1,3,0.27949941636207942252667635329999029636383056640625
1,4,0.19109020081934513513033380149863660335540771484375
1,5,0.13090023099805733752809544512274442240595817565918
1,6,0.089673576785735967242807475940935546532273292541504
1,7,0.06149497177392923563665760866570053622126579284668
1,8,0.042346913115682158212926822216104483231902122497559
1,9,0.029142775812781372690718484363969764672219753265381
1,10,0.019902523127636864708200903351098531857132911682129
1,11,0.013639001235443560036686427849872416118159890174866
1,12,0.0093043798612670990805240123222574766259640455245972
2,1,0.4103215321644235191733685041981516405940055847168
2,2,0.21734214377872421164461513853893848136067390441895
2,3,0.12351101320034152397653315347270108759403228759766
2,4,0.071750248095587568220032892440940486267209053039551
2,5,0.041979291618766199911672032385467900894582271575928
2,6,0.024623050512381297605379870674369158223271369934082
2,7,0.014649962844681379409150778769799217116087675094604
2,8,0.008334705367276061538372999848434119485318660736084
2,9,0.0046466733311516031368348933483503060415387153625488
2,10,0.0026333768561393375816359618823980781598947942256927
2,11,0.00163198709663234893182948148648847563890740275383
2,12,0.00085430772585814497045719750900616418221034109592438
3,1,0.27952173478395325734169318820931948721408843994141
3,2,0.12378917089126954820255122058370034210383892059326
3,3,0.062747336733133055042266335021849954500794410705566
3,4,0.033080248146482714444172046341918758116662502288818
3,5,0.017924525671039200080958408989317831583321094512939
3,6,0.0098045346800915093160577740150074532721191644668579
3,7,0.0053689481683370276002276177962357905926182866096497
3,8,0.0029160118178639389367734491287365017342381179332733
3,9,0.0017326317909480883766581982285970298107713460922241
3,10,0.00078785441116284275504116907384855039708781987428665
3,11,0.00037055604808056044185277100311282083566766232252121
3,12,0.00027451787217359799276802934109298348630545660853386
4,1,0.19115489356408857379854282498854445293545722961426
4,2,0.071811100961930121600040877183346310630440711975098
4,3,0.033003235409278450229741963539709104225039482116699
4,4,0.015993985620964840804747453262280032504349946975708
4,5,0.0079307512368838248284497183249186491593718528747559
4,6,0.0041692531567858138671911483186249824939295649528503
4,7,0.0019839712212519878230254644080332582234404981136322
4,8,0.00081935969934116925725980928874037090281490236520767
4,9,0.00046888651597859715234456468024859532306436449289322
4,10,0.00014694071180649151517512429609979562883381731808186
4,11,7.3152464529228946308637981932321281419717706739902e-05
4,12,-2.3345032345586818510940405047016099615575512871146e-05
5,1,0.13106445872146485487341749376355437561869621276855
5,2,0.042052222360839358605844040539523120969533920288086
5,3,0.017858159668023492611110825123432732652872800827026
5,4,0.0081698036531435234280928980865610355976969003677368
5,5,0.0037992092867241617805407205565870754071511328220367
5,6,0.0021929663088595665806912471396117325639352202415466
5,7,0.00093032610806650418728419582592437109269667416810989
5,8,0.00053510226137229931989841569262011944374535232782364
5,9,0.00050232763493011098679397186117512319469824433326721
5,10,5.6560747353034974548458696519404043101530987769365e-05
5,11,-0.00017258404534159908663530635930527523669297806918621
5,12,6.1342493094286725560486395192327790937270037829876e-05
6,1,0.089682496659769184166322020246298052370548248291016
6,2,0.024865238416568121587735262778551259543746709823608
6,3,0.0096950614665983550488626008245773846283555030822754
6,4,0.004236974885822509216681819310679202317260205745697
6,5,0.0019901595276908372322832718737117829732596874237061
6,6,0.00084765729705987835629343862819951027631759643554688
6,7,0.00047976873549366238439622955880281551799271255731583
6,8,2.8155521641745766855784161020181954881991259753704e-05
6,9,0.00039810587037817128045619208265293309523258358240128
6,10,0.00017972325268369402371040899346610331122064962983131
6,11,0.00050267133133620803524949094409635108604561537504196
6,12,0.00021656327567108127883123425139189066612743772566319
7,1,0.061348089555299377406694105729911825619637966156006
7,2,0.014801693756247473812703852047434338601306080818176
7,3,0.0053168312798878604452657015144723118282854557037354
7,4,0.0021332021464793510592827807670346373924985527992249
7,5,0.0012661710906213966346123278583490900928154587745667
7,6,0.00090794804855325278274136291400964182685129344463348
7,7,0.000291597794137923112169769046531087042239960283041
7,8,0.00019807739204746402654662429387855127060902304947376
7,9,-0.00028601036278242498523197157034303472755709663033485
7,10,-0.00038019967070419645590803603418805778346722945570946
7,11,-0.00021884280118972235695991301884788526876945979893208
7,12,-6.5868455850526326142944932851008843499585054814816e-05
8,1,0.041976337438944369417903601515718037262558937072754
8,2,0.0088221322952818179846667945298577251378446817398071
8,3,0.0026695171529231538978810256423912505852058529853821
8,4,0.0010444533258750735450065549869691494677681475877762
8,5,0.00045120890254068854148886136279372749413596466183662
8,6,0.00017226203079345083607996913510618242071359418332577
8,7,-0.00016715993025670665742508924633824562988593243062496
8,8,0.00013999785213231050922180753737222858035238459706306
8,9,-0.00020519841634516908452159911213641407812247052788734
8,10,9.9540758188899425631945838688352523604407906532288e-05
8,11,-2.1115109876687308267887571711085570314025972038507e-05
8,12,0.00011022984538941272083818062599291920378163922578096
9,1,0.028890082514229906140990067342499969527125358581543
9,2,0.0052467494219275000871816061476238246541470289230347
9,3,0.0015978848687526296667993364053472760133445262908936
9,4,0.00058516800025423809650249040714697912335395812988281
9,5,2.431359263431048393965319687204384990764083340764e-05
9,6,9.4880073764327992275405265765186868520686402916908e-05
9,7,4.4233228211061615103155686412605973600875586271286e-05
9,8,-0.00025956460025394544966284571252401747187832370400429
9,9,0.00032612483854513882666759094774988625431433320045471
9,10,0.00033648513153570748469498030708280111866770312190056
9,11,0.00011736995430053985653602588445920673621003516018391
9,12,0.00018927774937119555965885087100986083896714262664318
10,1,0.019825981935499698005642699172312859445810317993164
10,2,0.0031079313560395810389636039872129913419485092163086
10,3,0.00058268638764451437250802001699412357993423938751221
10,4,9.8386945806268498644110709339116738192387856543064e-05
10,5,-0.00033526935993684412861542964989780557516496628522873
10,6,-8.125255287858472528616377017485206124547403305769e-05
10,7,0.00018285250200870362623749298958131248582503758370876
10,8,0.00010043248647756336858465758821168378744914662092924
10,9,-0.00012024803592384329122520758570402676923549734055996
10,10,-0.00010822905719846072684041382583330914712860248982906
10,11,-0.00024966680583026612657779330639584713935619220137596
10,12,0.00029991301370557997855656462427020869654370471835136
11,1,0.013683229739618631842779095109108311589807271957397
11,2,0.0019239621444059947386745479391834123816806823015213
11,3,0.00034465003427817849637401770301892156567191705107689
11,4,-8.3280791901750353379250968455238535170792602002621e-05
11,5,-0.00011216645073789402670474957268709204072365537285805
11,6,-1.9308756874188132525785310811272665887372568249702e-05
11,7,-0.00040949887759387848312417346186009581288089975714684
11,8,0.00017755452366626756316274338143301747550140134990215
11,9,-3.1468116897441539725911036073924265110690612345934e-05
11,10,7.4598721136172633713878887817827489925548434257507e-05
11,11,0.00013484825421282507339898470988259759906213730573654
11,12,0.00017397996834516823365206217300027446981403045356274
12,1,0.0094508161819981863910333785838702169712632894515991
12,2,0.0011485630123766864957302047400844458024948835372925
12,3,0.00011879213043554574347031305148192359411041252315044
12,4,-0.00015384547538739039751649884113504640481551177799702
12,5,-0.00046682706547234673619475864292382993880892172455788
12,6,-7.0488159761167572432694061745905855786986649036407e-05
12,7,-0.00032273262218461144833561715650205314886989071965218
12,8,0.00020235423155215897855416229411673612048616632819176
12,9,-3.6332309690226781678096257266474822245072573423386e-05
12,10,0.00028073232964335369200511993703628377261338755488396
12,11,-9.9968780416925380970759318355334244188270531594753e-05
12,12,6.7993861348717216292782128395089102923520840704441e-05
