R,T,Mean
1,1,0.61341140667011118114970713577349670231342315673828
1,2,0.41004854558718717427723277069162577390670776367188
1,3,0.27923402841560818199440063835936598479747772216797
1,4,0.19135082448547649502934575593826593831181526184082
1,5,0.1312417798084524744872680912521900609135627746582
1,6,0.089947495886473285975348801457585068419575691223145
1,7,0.061593065797893614687907870575145352631807327270508
1,8,0.042222058389885720741663277522093267180025577545166
1,9,0.028955136538395900153153306177955528255552053451538
1,10,0.019738269185306286934711295089073246344923973083496
1,11,0.013748543446953916807862228210979083087295293807983
1,12,0.0095852643243111469717465666917632916010916233062744
2,1,0.40977771562452947051724549965001642704010009765625
2,2,0.21696687690626625943934868701035156846046447753906
2,3,0.12316275003696124101804088013523141853511333465576
2,4,0.071733696339348979043037957126216497272253036499023
2,5,0.042013155450173686467074674055766081437468528747559
2,6,0.024692493315747861271081120548842591233551502227783
2,7,0.014664076323331748374911853716184850782155990600586
2,8,0.0086490586165269677659805935832082468550652265548706
2,9,0.0052571915463023180872803585828023642534390091896057
2,10,0.0033905666919672272467678464380469449679367244243622
2,11,0.0020483815784138378196521657059747667517513036727905
2,12,0.0013714274225821974657196777869216930412221699953079
3,1,0.27925550850069824626586978411069139838218688964844
3,2,0.12364853673791732779907448502854094840586185455322
3,3,0.06242324986769878097936370409115625079721212387085
3,4,0.032945473688447531046552541056371410377323627471924
3,5,0.017503146568461025456286961343721486628055572509766
3,6,0.0096508907446712539901501060057853464968502521514893
3,7,0.0053392413427453249558096715077226690482348203659058
3,8,0.002820244723565016459199128462387307081371545791626
3,9,0.0015291537389250766179604745786946295993402600288391
3,10,0.00070701639177917104377851797991638704843353480100632
3,11,0.00042942588420139823175356030837690468615619465708733
3,12,0.00010181843783533743683523270506796620793465990573168
4,1,0.19121068960651232959691014912095852196216583251953
4,2,0.071889754927520171934318682360753882676362991333008
4,3,0.03305878730311908458849856629058194812387228012085
4,4,0.016293853355944808852795446796335454564541578292847
4,5,0.0083402468031164214007366908276708272751420736312866
4,6,0.004177910515475803492069228894933985429815948009491
4,7,0.0021655071883788473523224649142093767295591533184052
4,8,0.00082819156532365880221679965700332104461267590522766
4,9,0.00033987323120235910043490656917697378958109766244888
4,10,0.00016269411897905109646959853630932002488407306373119
4,11,8.3326192646082512024280353202243531995918601751328e-05
4,12,-0.00017193918641241157053631272155769238452194258570671
5,1,0.13100575130186031813650515687186270952224731445312
5,2,0.042106993170200376908063333303289255127310752868652
5,3,0.017666003392423960949297878642028081230819225311279
5,4,0.0078563093283591303728208288248424651101231575012207
5,5,0.0035943069225359619220383500248772179475054144859314
5,6,0.0018178507825024185252937858336963472538627684116364
5,7,0.00090596297936524554199333447712660927209071815013885
5,8,0.00056751380792406040231429242837180026981513947248459
5,9,-5.7564722405099749452835056207078423540224321186543e-05
5,10,0.000254423598777937971793239313456069794483482837677
5,11,1.6214697287474394307802555426079038625175599008799e-05
5,12,0.00024127595748820175841457824628122352805803529918194
6,1,0.090062616370495063300438687292626127600669860839844
6,2,0.024806101842421202779975786256727587897330522537231
6,3,0.0093688997148219394645041191438394889701157808303833
6,4,0.0037645803572726242551549358239526554825715720653534
6,5,0.0016849266528956039021963642099422031606081873178482
6,6,0.00088142624302531703394530948614260523754637688398361
6,7,0.00045267365779452924893361265290536721295211464166641
6,8,0.00020764571493938642813247008600541221312596462666988
6,9,0.00023806555659035215474945978986198724669520743191242
6,10,7.5464232117610581442729289491921917942818254232407e-05
6,11,-7.8673850814903309360687222451247180288191884756088e-05
6,12,-0.00028876568942916010056254361160199550795368850231171
7,1,0.061782601276192936068376582170458277687430381774902
7,2,0.01466080784594580091462212578790058614686131477356
7,3,0.0051508820991253232574047515868187474552541971206665
7,4,0.0022447515902035493524924181230062458780594170093536
7,5,0.00073215381949345555243763294939185470866505056619644
7,6,0.00025404042824478682751493385794105961394961923360825
7,7,0.00048257275146662911716535782069570359453791752457619
7,8,0.0002056842278610134823729066466668768953240942209959
7,9,0.0001173060819273267032548935251412558500305749475956
7,10,0.00021640167847327261715049961932066935332841239869595
7,11,-0.00031409528361567111681001973622073819569777697324753
7,12,9.6240530434870201449085863609766988702176604419947e-06
8,1,0.042298906442133625549484321481941151432693004608154
8,2,0.0086846255931753053858290769539962639100849628448486
8,3,0.0028328353992933381043373142205155090778134763240814
8,4,0.001204543352533220474179231906930453988024964928627
8,5,0.00046817742413497872525779408547919047123286873102188
8,6,0.00015434608112102428845342771968063289023120887577534
8,7,0.00022765338007480016152550561514544824603945016860962
8,8,0.00018458997365841108917808299771934343880275264382362
8,9,-0.00015968806646699806330545745591820150366402231156826
8,10,8.8527879141261770802595609808349763625301420688629e-05
8,11,0.00011839236657599972628914647421183303777070250362158
8,12,-0.0001294579208879974264404660866389917828200850635767
9,1,0.029297288666624083514067322653318115044385194778442
9,2,0.00523310354333907708918038892420554475393146276474
9,3,0.0017416376218808409664928760207658342551440000534058
9,4,0.00047809024963230823106891120843897624581586569547653
9,5,4.2616159127957040498972662856402848774450831115246e-05
9,6,-0.00017761676491239537442612395068408659426495432853699
9,7,5.5996101468189587741647317287174701050389558076859e-05
9,8,-7.6355355334251602604338227120450710572185926139355e-05
9,9,-0.00030292724832562550624920350017532655328977853059769
9,10,-0.00029780350586947095447784561450532692106207832694054
9,11,-0.00021451719230608002914745258138395911373663693666458
9,12,-0.00015841327848774351574716312551771579819614998996258
10,1,0.020052845800489292604762425753506249748170375823975
10,2,0.0035630994075876000828917433693732164101675152778625
10,3,0.0012097904455774029664621993518380804744083434343338
10,4,0.00019316329611987305479685328446493031151476316154003
10,5,-6.1551141652000493820380555565208169355173595249653e-05
10,6,7.7815137533760638378736718134831562565523199737072e-05
10,7,0.00011421595465357566327648658477400545052660163491964
10,8,-0.00014594479707790588662690012267120209799031727015972
10,9,-0.00014061157114869112612007273632741544133750721812248
10,10,-0.00021504960821447469555139919705766260449308902025223
10,11,-0.00021055627909505802639045235480352857848629355430603
10,12,0.00035146348838956548979103877705654213059460744261742
11,1,0.013720307648192014982058140049048233777284622192383
11,2,0.0024315270669670514293303487107777982600964605808258
11,3,0.00031820718546083330688020729404286157659953460097313
11,4,0.00024598482929307386325029627371918650169391185045242
11,5,9.161082754929617813152709082658020633971318602562e-05
11,6,-7.8335165232895048845369878609545821745996363461018e-05
11,7,0.00011707582008183650440925199776032172849227208644152
11,8,-0.00010831197671172786709328783594230571907246485352516
11,9,-7.0325626935191493495705405969431467383401468396187e-05
11,10,0.00012280098933906434316085110047822581691434606909752
11,11,-0.00020445533104251876230054996153029378547216765582561
11,12,0.00041200180430179086021533207961908829020103439688683
12,1,0.0093409566265056174355629892147589998785406351089478
12,2,0.0015606469592409021561463244864853550097905099391937
12,3,0.00011894550339071148698823210398956007338711060583591
12,4,0.00013298569474515882418014234289671549049671739339828
12,5,0.00029143055964614037692955728076071864052210003137589
12,6,2.9288684295554825998131320829998003318905830383301e-05
12,7,0.00010961266940263639680253754393746135065157432109118
12,8,2.7312152059490879150646658324319560051662847399712e-05
12,9,-0.00010880098056482221237448865247543494660931173712015
12,10,-3.4207923466984935093916642134814765086048282682896e-05
12,11,-0.00010845809278956332951521224217117378429975360631943
12,12,-0.00020108325859831378216308062079065166471991688013077
