R,T,Mean
1,1,0.61343450873157912006661263148998841643333435058594
1,2,0.40989737030906114867434553161729127168655395507812
1,3,0.27927684510708294940428686459199525415897369384766
1,4,0.19111561874237892322270226941327564418315887451172
1,5,0.13101390902411691463669285440118983387947082519531
1,6,0.089891000762282388669710542217217152938246726989746
1,7,0.061576535486245385919712447275742306374013423919678
1,8,0.042176198470864199874252875588354072533547878265381
1,9,0.028942923911709848849849180396631709299981594085693
1,10,0.019940381821032391457260146694352442864328622817993
1,11,0.01377684341893397473866045288559689652174711227417
1,12,0.009380282949468764230882555921198218129575252532959
2,1,0.40997758673677997531825667465454898774623870849609
2,2,0.21691548295454926575942522504192311316728591918945
2,3,0.12330027922090050496173319061199435964226722717285
2,4,0.071580171201972950245639992772339610382914543151855
2,5,0.041791838905689882022187475740793161094188690185547
2,6,0.024667080444162457764090135015067062340676784515381
2,7,0.014569646380115467212967850230143085354939103126526
2,8,0.0084638461823003524608921566141361836344003677368164
2,9,0.0049248173112365727088768352359693381004035472869873
2,10,0.0028722994111979494209763164036530724843032658100128
2,11,0.001435444132372777148801135105316006956854835152626
2,12,0.00075240951078652462073043105661440677067730575799942
3,1,0.27920658825653932311183780257124453783035278320312
3,2,0.1233737799898900477924001961582689546048641204834
3,3,0.062806846187624137956007075445086229592561721801758
3,4,0.033252060840176546341329100187067524529993534088135
3,5,0.017785907561164403245523857322041294537484645843506
3,6,0.0095666656891472291041056408289477985817939043045044
3,7,0.0053198102577743534152832083350403991062194108963013
3,8,0.0028056823543604531880080177330683000036515295505524
3,9,0.0014789540065315482948032910215374613471794873476028
3,10,0.0007605108946491302181203142396270777680911123752594
3,11,0.00017064951483999082860673612849211622233269736170769
3,12,0.0001293588638612139707275566768984731425007339566946
4,1,0.19112938334948142982128160838328767567873001098633
4,2,0.071578823774041219762942489523993572220206260681152
4,3,0.033277905589703025979186890026539913378655910491943
4,4,0.01645943834815702735974163317678176099434494972229
4,5,0.008186232828117446028159953641534229973331093788147
4,6,0.0042737243392516766765654168125365686137229204177856
4,7,0.0023275134868178922256665153156518499599769711494446
4,8,0.0010296101398837792864626727862287225434556603431702
4,9,0.00077769732358595505990195295709099809755571186542511
4,10,0.00030980167544229195207908245102146338467719033360481
4,11,0.00034304547099079312584210543768392653873888775706291
4,12,0.00029183874570647280136809209594161984568927437067032
5,1,0.13098356484495649043608977990515995770692825317383
5,2,0.041877991792515112390304921063943766057491302490234
5,3,0.018258755389974949678855153933909605257213115692139
5,4,0.0085525693880787231199169795559100748505443334579468
5,5,0.0043157053005033934114931248871016578050330281257629
5,6,0.0016923424688371059652208794332750585454050451517105
5,7,0.00079748269289238731157010153793862627935595810413361
5,8,0.00062314797180606108090161754375913005787879228591919
5,9,0.00016825468538218699100436626103771686757681891322136
5,10,-0.00015449161341557962460503683477242020671837963163853
5,11,-6.5879274986892547537331576990027315332554280757904e-05
5,12,7.8591836323552694931575401948720127620617859065533e-05
6,1,0.089794626349987971547506049319054000079631805419922
6,2,0.024752489835214611796354589046131877694278955459595
6,3,0.010399229700634801329406364800433948403224349021912
6,4,0.0044166798402613246729564444592597283190116286277771
6,5,0.0019533730793353330096318032360613869968801736831665
6,6,0.0010827500030235728736144329431567712163086980581284
6,7,0.00048867109854631150291093266702091568731702864170074
6,8,0.00013006307829821421692857719154545748097007162868977
6,9,1.659618843141407256943677117622115702033624984324e-05
6,10,4.3395219022222044366957072192292343970621004700661e-05
6,11,0.00034655501409648284275380469843241826310986652970314
6,12,-5.171227736881230081051816216408667514770058915019e-05
7,1,0.061715418017230870562084277253234176896512508392334
7,2,0.014543556790489443886205123135368921793997287750244
7,3,0.0058629425475289452529548128723035915754735469818115
7,4,0.0021634796851997322927885214483012532582506537437439
7,5,0.00098001998792541828060820296997235345770604908466339
7,6,0.00033966724671343916010929353532787899894174188375473
7,7,0.00023160898489645067297761082958373890505754388868809
7,8,0.00015100866694987258287939668743860011090873740613461
7,9,6.6204457722594437603033656891682312561897560954094e-05
7,10,-6.5108245308532507514796827674530277363373897969723e-05
7,11,6.9854989369913685331309194381788074679207056760788e-05
7,12,0.00010569572790323124441506236204091351282841060310602
8,1,0.042624420894593381681225707779958611354231834411621
8,2,0.0085246061471447465845985291821307328063994646072388
8,3,0.0031776067080681457029112113588098509353585541248322
8,4,0.0015244916584203718236401048358175103203393518924713
8,5,0.00072753586115300976095571217072688341431785374879837
8,6,0.00029562026518169606543323668645939505950082093477249
8,7,-3.0416282588414167350207920059723676331486785784364e-05
8,8,-0.00024969110164148165418793179348710964404745027422905
8,9,-8.3890081922792935785384432767486373450083192437887e-06
8,10,0.00030580147199901530673596394827029598673107102513313
8,11,-0.00025876305340770356863688839155202003894373774528503
8,12,0.00028967827583640468882761331848030295077478513121605
9,1,0.029529402866986589892839276672020787373185157775879
9,2,0.0050007926911226248389841231301033985801041126251221
9,3,0.0020864361960413629372423915953049800009466707706451
9,4,0.00071358056217916390664285364309193937515374273061752
9,5,0.00031627999128578971211461778878515360702294856309891
9,6,6.398694480453736112886969911173196123854722827673e-05
9,7,-0.00014861597098223913748261948430950951660634018480778
9,8,8.4109034255383608520879878955867070544627495110035e-05
9,9,4.7408239811709651880845817206733272541896440088749e-06
9,10,0.00023485341682486876547716891927564120123861357569695
9,11,6.9924492257449522526952835621560922163553186692297e-06
9,12,-4.0464911545170092826376878614169640968611929565668e-05
10,1,0.020401092384999392620459346403549716342240571975708
10,2,0.0028923697605505974302098071149202951346524059772491
10,3,0.0012449158259926972839443104490442237874958664178848
10,4,0.0003671163199383531135049085758481623997795395553112
10,5,0.00011751509444906173306507474185522710286022629588842
10,6,0.00024518382514406901213216416479667714156676083803177
10,7,-0.000271853351588407599146585136296039308945182710886
10,8,-3.3536349766634904287932600341903821572486776858568e-05
10,9,9.323914369218596384213809669105899047281127423048e-05
10,10,-0.00011633523849232480992799132479831314412876963615417
10,11,4.608352202012320602544578895809479490708326920867e-05
10,12,0.00014593368461378539440061186116537328416598029434681
11,1,0.014171074810258097245729835833571996772661805152893
11,2,0.0014601560283324275472255360242002097947988659143448
11,3,0.00073543717227608816980333195090224762680009007453918
11,4,-0.00014218686150278893082395115232685611772467382252216
11,5,1.6288685712192208133878082443324331052281195297837e-05
11,6,0.00027190740168132735733730331872948227101005613803864
11,7,-8.3504340362053501903814856088814622125937603414059e-05
11,8,-0.00014440990741185330461376912225546220724936574697495
11,9,2.6281609512954201947690369145504973857896402478218e-05
11,10,2.2550051502086808103558768223706465505529195070267e-05
11,11,2.3902081048036853658830640234622677553488756529987e-07
11,12,0.00040077893100938689766379874335200383939081802964211
12,1,0.0098861048135327530411720076131132373120635747909546
12,2,0.00086820396491797614986485331911580942687578499317169
12,3,0.00050278700319329825557668200985972362104803323745728
12,4,7.7594107311358681620776234222347511604311875998974e-05
12,5,0.0002880169390047469389799783545669242812437005341053
12,6,0.00015586655913292884177191732764100606800639070570469
12,7,-9.0000039804688129274970465054650503589073196053505e-05
12,8,4.9273643104227166610031840576766626327298581600189e-05
12,9,0.00010281368014858760365822648585876208926492836326361
12,10,4.4874681421612738798352683355918912866400205530226e-06
12,11,9.7585803714467085037860549778798713305150158703327e-05
12,12,4.635323825579392383370268271303160645402385853231e-06
