R,T,Mean
1,1,0.61343950877262309884230262468918226659297943115234
1,2,0.4095364850825280456092514214105904102325439453125
1,3,0.27867122530811916369941627635853365063667297363281
1,4,0.19058666650502475992112749736406840384006500244141
1,5,0.13049016219582260101006454533489886671304702758789
1,6,0.089585912852956792185032952602341538295149803161621
1,7,0.061342691564063245301952065346995368599891662597656
1,8,0.042033660496387306726440158399782376363873481750488
1,9,0.029047743903835097911692031402708380483090877532959
1,10,0.02005455830755325380421183467660739552229642868042
1,11,0.013814688008567350269162332665473513770848512649536
1,12,0.009422532701036063357280525565329298842698335647583
2,1,0.40990062664906506961770560337754432111978530883789
2,2,0.2164699270680444098680084152874769642949104309082
2,3,0.122769342084038321494254830668069189414381980896
2,4,0.071434536982883947708877769855462247505784034729004
2,5,0.041758588625430248519876386126270517706871032714844
2,6,0.024698086097670310379292857305699726566672325134277
2,7,0.014598671848309877768778974882479815278202295303345
2,8,0.0084666103234118626763571313631473458372056484222412
2,9,0.0051110036521921069913032553699849813710898160934448
2,10,0.0031178974870148040351991447494128806283697485923767
2,11,0.0019702489670623156078899107512825139565393328666687
2,12,0.0011139959071515008384029021826222560775931924581528
3,1,0.27910808749132137718262924863665830343961715698242
3,2,0.12294549185836443905284198763183667324483394622803
3,3,0.062204842801768904514414515460885013453662395477295
3,4,0.033056367564766091227124178431040490977466106414795
3,5,0.017564501753229148917068158652909914962947368621826
3,6,0.0095189762598358335782267047875393473077565431594849
3,7,0.0052545536282939068334352228362149617169052362442017
3,8,0.0028827540667576518826353826341346575645729899406433
3,9,0.0018380484306461544827954179837092851812485605478287
3,10,0.0011448660819441086426706544187936742673628032207489
3,11,0.00073511897892759815384411403726971911964938044548035
3,12,0.0004183549015777422177241040568418384282267652451992
4,1,0.19095693776099248450961454182106535881757736206055
4,2,0.071160184599256798287925107615592423826456069946289
4,3,0.032828674866309304203326746574020944535732269287109
4,4,0.016059970174425810401919179071228427346795797348022
4,5,0.0076678346891427343057223708910896675661206245422363
4,6,0.0043382077071810101059901043640820716973394155502319
4,7,0.0018806444999143335627261874876126057642977684736252
4,8,0.00072574244962026639767932456592802736849989742040634
4,9,0.00015312990914105286321608700994545415596803650259972
4,10,3.7121847550446789520094126313409788053832016885281e-05
4,11,1.2824322060672977159471487562658609249410801567137e-05
4,12,3.0239989205820862872399826248859255883871810510755e-05
5,1,0.13094320079305438175865106131823267787694931030273
5,2,0.041396542800879648771328334078134503215551376342773
