R,T,Mean
1,1,0.61351610210482476759352721273899078369140625
1,2,0.40989306205656977910578575574618298560380935668945
1,3,0.27920993245639114110900891319033689796924591064453
1,4,0.19109213716497827628693073620524955913424491882324
1,5,0.13076080488419677960720832743390928953886032104492
1,6,0.089494646960487506115455857980123255401849746704102
1,7,0.061346501425217733749484239069715840741991996765137
1,8,0.041885240932479451958503346986617543734610080718994
1,9,0.028645123206881062394302261964185163378715515136719
1,10,0.019604158083347113933347927172690106090158224105835
1,11,0.013518849844042645988451134542174258967861533164978
1,12,0.009272438708324537079419336293995002051815390586853
2,1,0.4097965084903122945370057550462661311030387878418
2,2,0.21634410324698749583660628559300675988197326660156
2,3,0.12258531886495382945412302433396689593791961669922
2,4,0.070995315253833651825132733392820227891206741333008
2,5,0.041171312293571918350387761620368110015988349914551
2,6,0.024150978486517041959880103263458295259624719619751
2,7,0.014106602880225600077368497409224801231175661087036
2,8,0.0081149564020043703227447196013599750585854053497314
2,9,0.0046932854706993251681090839610988041386008262634277
2,10,0.0028285672154074355255648498541631852276623249053955
2,11,0.0015217601130318510627842387705754845228511840105057
2,12,0.00084121587581718827893173529020032219705171883106232
3,1,0.27906233986893824727815172082046046853065490722656
3,2,0.12294203153294712416165879176332964561879634857178
3,3,0.062322930050595519435585600831473129801452159881592
3,4,0.033166686549268790951128238475575926713645458221436
3,5,0.017550271272343695438955535337299806997179985046387
3,6,0.0095876287622528484633210865695218672044575214385986
3,7,0.0051237248202434084246026380071725725429132580757141
3,8,0.0024989698400663812316579992511833552271127700805664
3,9,0.0015943759747761997343229456447488701087422668933868
3,10,0.0008173521606417619676798747008206191821955144405365
3,11,0.00065670546149951606034605999795417119457852095365524
3,12,0.00029803550521308218648752763613174465717747807502747
4,1,0.19111953848088394924964461552008287981152534484863
4,2,0.071417877741430421667523376072495011612772941589355
4,3,0.032962064024035446496707635333223151974380016326904
4,4,0.016309219352090030541457821300355135463178157806396
4,5,0.008159654075442094103842727292885683709755539894104
4,6,0.0043668461125684881335429210480469919275492429733276
4,7,0.0021727972326535723718299308870882668998092412948608
4,8,0.00094952235523913146655883288360655569704249501228333
4,9,0.00058778856888936248815263896361216211516875773668289
4,10,7.3741868380444535163026342772241150669287890195847e-05
4,11,-1.2956246426836258894875822389458619454671861603856e-05
4,12,-7.9541091371958477871523252034080542216543108224869e-06
5,1,0.13084072031649451872681311215274035930633544921875
5,2,0.041583455221450002503580378743208711966872215270996
5,3,0.017486456526267006583719165746515500359237194061279
5,4,0.0082872830957907584609190010382917535025626420974731
5,5,0.0038772676313200042999551619971043692203238606452942
5,6,0.0019730240099593218672247019185306271538138389587402
5,7,0.00091425445211876406326201305319045786745846271514893
5,8,0.00057213050282616060432383520151233824435621500015259
5,9,0.00025754270066266399166060585557147533108945935964584
5,10,0.00016932612952665459095207001194438589664059691131115
5,11,-4.8002342694363926418714416666233546493458561599255e-05
5,12,0.00012759398317983706018334533194291680047172121703625
6,1,0.089737333190966675489086412653705338016152381896973
6,2,0.024614333860903645639917058929313498083502054214478
6,3,0.0094237808675901816451991876988358853850513696670532
6,4,0.0042981252340931388328248985430946049746125936508179
6,5,0.0020066502822752990686794305474904831498861312866211
6,6,0.00056024384016775327643777870889607584103941917419434
6,7,0.00021101703708574888950985637414703433023532852530479
6,8,-0.00020032264191111924067460747789226616077939979732037
6,9,0.00049924557292163303581777888950909982668235898017883
6,10,0.00026279798071480759292378737157491741527337580919266
6,11,-0.00043531394928226010976324289458716521039605140686035
6,12,-7.0042512013926405949754139257379392802249640226364e-05
7,1,0.061652318088134247520137876108492491766810417175293
7,2,0.014258111831330341767731795243889791890978813171387
7,3,0.0050567378176267045730707394568526069633662700653076
7,4,0.0022149452543865936690603568592905503464862704277039
7,5,0.0011340835063094595585447832419845326512586325407028
7,6,0.00011748312263914496009816618160570556028687860816717
7,7,5.0499104856695875380694776834999970560602378100157e-05
7,8,0.00023340912301656377403867581588059465502738021314144
7,9,-2.687312955566530033339397998126685251918388530612e-05
7,10,-0.00016590215155103715306307565757748534451820887625217
7,11,-6.1553530810870747355147136747888225727365352213383e-05
7,12,0.00026350343281365736511703823374830335524166002869606
8,1,0.042212752865248212574833530652540503069758415222168
8,2,0.0084494527943856940349620643360140093136578798294067
8,3,0.0027868941565232230317405992536805570125579833984375
8,4,0.0010498864854073081901569830520770665316376835107803
8,5,0.00052612859727696849928418876274349713639821857213974
8,6,-0.0001288568822889448665762468504425442006322555243969
8,7,0.00020173972299416680119613087818208896351279690861702
8,8,-0.00018058663679402950320504461778625682200072333216667
8,9,-0.00010077436783477265866068584010406539164250716567039
8,10,0.00023945744958131582789083446893840800839825533330441
8,11,-8.0037041129161904436800645257221731299068778753281e-05
8,12,0.00028786307307341978383580238798344907991122454404831
9,1,0.028736688341049511363767265947899431921541690826416
9,2,0.0050259703890801676537392062016351701458916068077087
9,3,0.0015737592820458832718055752764030330581590533256531
9,4,0.00055411748010283999165553892041202743712347000837326
9,5,0.00026416373034493203153169615937656544701894745230675
9,6,2.052068642811608945898671496621545884408988058567e-05
9,7,0.0003313726087729078144915317860608183764270506799221
9,8,-0.00017249395686297718899120112734379972607712261378765
9,9,-0.00036273726493772287656977559855420167878037318587303
9,10,-2.7891048961485427289987149013228417970822192728519e-05
9,11,0.00045443383545736959049782255348759463231544941663742
9,12,0.00016987413177666676111429722162426969589432701468468
10,1,0.019760190485174064511930680509976809844374656677246
10,2,0.0030642410659922052901249500678204640280455350875854
10,3,0.00090257944369056403166595714537834282964468002319336
10,4,8.7998624294827781553395007474449585060938261449337e-05
10,5,8.2523734998384699453814576652899148712094756774604e-07
10,6,0.00028431055353621509460687599712969131360296159982681
10,7,0.00028078356153126343480383453332649423828115686774254
10,8,-2.7531459489538531336047522124488295958144590258598e-05
10,9,4.7997252301224947425772535125609863371209939941764e-06
10,10,-0.00017955799285676544638223894878592545865103602409363
