R,T,Mean
1,1,0.61351178232288150482531818852294236421585083007812
1,2,0.40999066394363214982377030537463724613189697265625
1,3,0.27926367295140713808976329346478451043367385864258
1,4,0.19111142555902502215836591403785860165953636169434
1,5,0.13075856022014067936432013539160834625363349914551
1,6,0.08964941776958916530571030989449354819953441619873
1,7,0.061712074467709057690179008659470127895474433898926
1,8,0.04236857093140919405804822872596560046076774597168
1,9,0.029105678392000185195076511490697157569229602813721
1,10,0.019891340300260091505935022837547876406461000442505
1,11,0.013476030620901927048471691250597359612584114074707
1,12,0.0090264278049944201426368906027164484839886426925659
2,1,0.41020978375186456510448351764352992177009582519531
2,2,0.2172888153878719807998720625619171187281608581543
2,3,0.1234658390454793364110486209028749726712703704834
2,4,0.071658076843875512240700231814116705209016799926758
2,5,0.041895594930431850899665846554853487759828567504883
2,6,0.024445439797993955000077193062679725699126720428467
2,7,0.014476135514513436414185676426313875708729028701782
2,8,0.0086879927870232905723346661375217081513255834579468
2,9,0.0049595925469097176807586890845414018258452415466309
2,10,0.0028006505965754778346432640745433673146180808544159
2,11,0.0015668356602733038429597911544988164678215980529785
2,12,0.00083411236842273635532646336443463042087387293577194
3,1,0.27936462420285212981951872279751114547252655029297
3,2,0.12323815363107064324577066827259841375052928924561
3,3,0.062427509215041566970061381880441331304609775543213
3,4,0.033243220928542628611612741451608599163591861724854
3,5,0.017923506744346694163905198138309060595929622650146
3,6,0.0099509241454627268136379214524822600651532411575317
3,7,0.0055125966530045868510545581386850244598463177680969
3,8,0.0028814560136865619878465683001422803499735891819
3,9,0.0019679962164523426629281210864519380265846848487854
3,10,0.0010871353921683515365848027300899047986604273319244
3,11,0.00059393124658646252820443089959212557005230337381363
3,12,6.4463107557632609643898102813608375072362832725048e-05
4,1,0.19126422527416356289542420654470333829522132873535
4,2,0.071727954608120259027970178067334927618503570556641
4,3,0.033121881402937432270494610975219984538853168487549
4,4,0.016411272223079493431940889536235772538930177688599
4,5,0.0083577029301544186051797780123706615995615720748901
4,6,0.004331596150096169058063555468152117100544273853302
4,7,0.0022330666564438972007677897124722221633419394493103
4,8,0.0011547811687638387476845247547885264793876558542252
4,9,0.00052648553059606094210731708216144397738389670848846
4,10,0.00041756415846995535408672783894701296958373859524727
4,11,0.00024731149043485050427124138927581498137442395091057
4,12,0.00025871781485725648232557039030155010550515726208687
5,1,0.13102246529424652066175838172057410702109336853027
5,2,0.041900396738266634799607857075898209586739540100098
5,3,0.01753969577483696987152406165932916337624192237854
5,4,0.0082041736897703557845895616651432646904140710830688
5,5,0.0039440199053071903212419613282690988853573799133301
5,6,0.0018639043918779662697970955775872425874695181846619
5,7,0.00083090669925499761709619672700455339509062469005585
5,8,0.00031189122361611354037821963736121233523590490221977
5,9,0.00022718947169991408289307921464228456898126751184464
5,10,0.00011940422538258033970624827357909225611365400254726
5,11,0.00013586484891483239026421792061682936036959290504456
5,12,0.00015828805481869968234745482682512829342158511281013
6,1,0.089701729710942812445750860206317156553268432617188
6,2,0.024413716010737055578383447596024780068546533584595
6,3,0.0095388485841254068431371848646449507214128971099854
6,4,0.0041093935031064317622839787702559988247230648994446
6,5,0.0020689743767750333816590746494057384552434086799622
6,6,0.0012707210253359729496686059135868163139093667268753
6,7,0.0007119805119897826793662343192181651829741895198822
6,8,0.00033968949233749434757356766567681916058063507080078
6,9,5.0394313372189843223264427152230382489506155252457e-05
6,10,0.00011056748474899268271098851101896798354573547840118
6,11,0.00013235363953259510596052739295203082292573526501656
6,12,-0.00017355689074784489897562700377875444246456027030945
7,1,0.061272229264048093388961291339001036249101161956787
7,2,0.014292628999075311993505188468134292634204030036926
7,3,0.0051110527418969107019131037361603375757113099098206
7,4,0.0022705010683624401307545426220713125076144933700562
7,5,0.00058182887660202637324091679005277910619042813777924
7,6,0.00037483650166492479827162753736047307029366493225098
7,7,0.00029010536494551269473193833015045584033941850066185
7,8,0.00010227131645165380520109965623021253122715279459953
7,9,4.7404784117484513432123210963098358661227393895388e-05
7,10,0.0003032075849647577841204648674278132602921687066555
7,11,0.00010505809462786924355585244095223629301472101360559
7,12,0.00012285348492589270559885439304537158022867515683174
8,1,0.041800762080699160883057174942223355174064636230469
8,2,0.0081792596109805260767844359293121669907122850418091
8,3,0.002731093995428607139330789976838786969892680644989
8,4,0.0011327031573009859171524693621790902398061007261276
8,5,9.4244204178359780870073703074041304716956801712513e-05
8,6,-9.306436633947992587145847664942266419529914855957e-05
8,7,0.00019442806317558926072590341771473276821780018508434
8,8,-0.00012554534057238587682094055342219007798121310770512
8,9,0.00027738130569935476581883149194140969484578818082809
8,10,-4.944995526547421295327985890644129085558233782649e-05
8,11,-0.00018654840835876323025879774952784373454051092267036
8,12,-0.00018890847095258834348330267971505236346274614334106
9,1,0.028638583631598647089022691147874866146594285964966
9,2,0.0049117193153663312940593321798132819822058081626892
9,3,0.001408019641839641702268925982366454263683408498764
9,4,0.00076058350453196720865334246042266386211849749088287
9,5,0.00030017872467988983850931128394279312487924471497536
9,6,6.5280548787139387289894798538369968810002319514751e-05
9,7,4.2281342293198414465215523305730016545567195862532e-05
9,8,-8.8722081791330065225764656133833341300487518310547e-05
9,9,6.2038352008337129331327908232651680009439587593079e-05
9,10,4.4484931026471287039605190249957900050503667443991e-05
9,11,-3.1437534521635718016020072385074968224216718226671e-05
9,12,6.0022630970990099082834623445137367525603622198105e-05
10,1,0.019675292835527172230491999016521731391549110412598
10,2,0.0028121512835398848606516253312292974442243576049805
10,3,0.00080516642560801092009387103232143090281169861555099
10,4,0.00033171656951491728824651938900558434397680684924126
