R,T,Mean
1,1,0.613534235726216792272680322639644145965576171875
1,2,0.40998533137516751656548308346827980130910873413086
1,3,0.27938015778142993861266063504444900900125503540039
1,4,0.19125567433629356295377021979220444336533546447754
1,5,0.13104394642399772030749716122954851016402244567871
1,6,0.089750172104709410869638475105602992698550224304199
1,7,0.061419340441556467824479881301158457063138484954834
1,8,0.042134837609751063514096358630922622978687286376953
1,9,0.029004366564953511231639282641481258906424045562744
1,10,0.020099480343487866051965795577416429296135902404785
1,11,0.013828631903142605055756497733909782255068421363831
1,12,0.0094496400644821527264882732310979918111115694046021
2,1,0.40997599621781505296880254718416836112737655639648
2,2,0.2167329725852280009057437837327597662806510925293
2,3,0.12289020981666541609822473901658668182790279388428
2,4,0.07144810688982154711634819932442042045295238494873
2,5,0.041741361638945526091326598816522164270281791687012
2,6,0.024393165025065513540347694743104511871933937072754
2,7,0.014380397767594409533242760801385884406045079231262
2,8,0.0083067860245926924966930471327941631898283958435059
2,9,0.0050983306200175259118023696203181316377595067024231
2,10,0.0028367451941169038662216017598893813556060194969177
2,11,0.0017773511637631791634794886647341627394780516624451
2,12,0.0011518474468235864911769272822539278422482311725616
3,1,0.27918102594522969939205836453766096383333206176758
3,2,0.12297117236738687451325091615217388607561588287354
3,3,0.062231915411774814395062804806002532131969928741455
3,4,0.033117524544768614513934323895227862522006034851074
3,5,0.017629267040034073826815230745523876976221799850464
3,6,0.0095911563017841792305739900825756194535642862319946
3,7,0.0052490791533504020660583222479544929228723049163818
3,8,0.0028109668823106774560027787401850218884646892547607
3,9,0.0015684785639464599461129212798482512880582362413406
3,10,0.00080354836291023838505676035737224083277396857738495
3,11,0.00040077754177152889953142378409722823562333360314369
3,12,0.0002928270334999394288594265489678036828991025686264
4,1,0.19123810991592737895672371450928039848804473876953
4,2,0.071175466628444331029790248521749163046479225158691
4,3,0.032891736200429101677489285293631837703287601470947
4,4,0.016160862352858528651067260284435178618878126144409
4,5,0.0082715479960640374279545739000241155736148357391357
4,6,0.0044056788348726194995408356192001519957557320594788
4,7,0.0023759052047211421526684560490139119792729616165161
4,8,0.00096475156217750617296258219823812396498396992683411
4,9,0.00094265533780231642625724308715007282444275915622711
4,10,0.00030481307135522757749065969612445314851356670260429
4,11,2.5015771963153438637618430906428557136678136885166e-05
4,12,-6.4113230132592968942006894650376125355251133441925e-05
5,1,0.13096537566107638306256433224916690960526466369629
5,2,0.041669147175308396402471089459140785038471221923828
5,3,0.017606890895943229369269289463773020543158054351807
5,4,0.0082414448763790653512684158954471058677881956100464
5,5,0.0036354108785263241146457069419284380273893475532532
5,6,0.002021959722554834797125788981020377832464873790741
5,7,0.00089475113776752812459747143947197400848381221294403
5,8,0.00048214575078357193530648183710241028165910392999649
5,9,-3.2101697542248948306182424611288084292937128338963e-06
5,10,-0.00014692576264909487085072448131484179612016305327415
5,11,1.3114952412702186464155650058582835981724201701581e-05
5,12,-0.00026344923220807890109837479108989555243169888854027
6,1,0.089663482763803883934805583066918188706040382385254
6,2,0.024257084658691616813053215651052596513181924819946
6,3,0.0093008376869690399801893221365389763377606868743896
6,4,0.0037779033929703706440328403459716355428099632263184
6,5,0.0019886931460247592694245977185119045316241681575775
6,6,0.0009736957804349145092354111952204220870044082403183
6,7,0.00024462805794017375296892091718348183349007740616798
6,8,-3.9113806928541187501839615503484992586891166865826e-05
6,9,0.00023090448142722833405580951104951736851944588124752
6,10,0.00020564623960913342684726778930581758686457760632038
6,11,-0.00024293724551621988477605185163810119775007478892803
6,12,-0.00013497439973352053435573516537715477170422673225403
7,1,0.061372492119103713714700631953746778890490531921387
7,2,0.014277730725393941724199464715638896450400352478027
7,3,0.0049503524087149159554899213731005147565156221389771
7,4,0.0019686888146825316271704142678800053545273840427399
7,5,0.0011018803777950762160658948474178941978607326745987
7,6,0.00044356518948478787208247742235300847823964431881905
7,7,0.00041120286611448530512957777460769648314453661441803
7,8,7.7310682282642076228705574347799256429425440728664e-05
7,9,-4.0777682404287577202801201581294776588038075715303e-05
7,10,-8.163701830099191140543285483133217894646804779768e-05
7,11,0.0003417742165651771251919099903204823931446298956871
7,12,-7.6164777037745153595409142166516858196700923144817e-05
8,1,0.041938870272934247740437285756343044340610504150391
8,2,0.0083600180109937652361828952507494250312447547912598
8,3,0.0027870370648275257473291954823935157037340104579926
8,4,0.0011026601139337891509251132760027758195064961910248
8,5,0.00065970080882755369622999497281057301734108477830887
8,6,0.00037668773919972205633383000034086762752849608659744
8,7,0.00029033331219794250620605535750939907302381470799446
8,8,-5.0054996463244775313939510796856779961672145873308e-05
8,9,0.00013862866970056907686519032107952398291672579944134
8,10,0.0001951491443038995703043031459955614081991370767355
8,11,-0.00028686946620060837153873278815296998800477012991905
8,12,0.00032790412120938683014290115913524914503796026110649
9,1,0.028513870597475444307322689496686507482081651687622
9,2,0.0050127488223751437076969317274688364705070853233337
9,3,0.0014989231557525001855418755880577919015195220708847
9,4,0.00045146703168078553729605784106126975530060008168221
9,5,-4.7178501931708772789341929665418717831926187500358e-06
9,6,0.00018692718986134323490809483470087570822215639054775
9,7,-0.00050941510698338085452036017031218761985655874013901
9,8,-9.0982890591601581816577626327102734649088233709335e-05
9,9,0.00026169155828444155657830361150217868271283805370331
9,10,0.00017894243088309363183714684186753629546728916466236
9,11,1.0641560377829475275181236870736256605596281588078e-05
9,12,0.00010795608018823053461925781659758172281726729124784
10,1,0.019245070768404266836615335023452644236385822296143
10,2,0.0027825886456313043970656195824631140567362308502197
10,3,0.00074233937930122590766190970867910436936654150485992
10,4,0.0001762917092150142952134556084686778376635629683733
10,5,0.00011984581092145577365434133687571716109232511371374
10,6,3.2339080235092031482494606686728388922347221523523e-05
10,7,-0.00046664555108212894731639641676679275406058877706528
10,8,0.00024956333673480872014510678624787942680995911359787
10,9,-0.00010285212967221424762605253011571448951144702732563
10,10,-0.00026131951568207075842567577161901226645568385720253
10,11,-0.00015990995367451670688963005773075565230101346969604
10,12,-0.00012910296736216581980211115521228748548310250043869
11,1,0.012959681903448630815867126386820018524304032325745
11,2,0.0015681020739352713542352768527621265093330293893814
11,3,0.00056751043798149570888955661729369239765219390392303
11,4,6.0659739166616311793842758470773901535721961408854e-05
11,5,6.4204464993817007682254394129728325424366630613804e-06
11,6,-3.7103837408054127677999034506939324273844249546528e-05
11,7,-0.00012933984703451922838000898163812735219835303723812
11,8,2.6574419371496615536673568946923751354916021227837e-05
11,9,0.0001042393308414501720696523912046416171506280079484
11,10,7.3616485548422282676555260250150780620970181189477e-06
11,11,0.00015023491068014599740185199827635642577661201357841
11,12,-0.00011168813078634318657587909395800807033083401620388
12,1,0.008723369112724716628592958045373961795121431350708
12,2,0.00098695808752396465765577282525100599741563200950623
12,3,0.00025633452730674654174852777899218381207901984453201
12,4,-0.00019388723308824020569694768223456549094407819211483
12,5,0.00015196354440947810516583660334077876541414298117161
12,6,0.00014817182345515036859598390073244900122517719864845
12,7,6.2916462648545640637767241420963415521327988244593e-06
12,8,-5.6113231334337139856287268724344130532699637115002e-05
12,9,1.5468974785276855206427384925582657615450443699956e-05
12,10,-4.8501758308900971491950393499337224056944251060486e-05
12,11,5.7709417468443480561147984619907447267905808985233e-05
12,12,0.00017898276985846614918831964935463929577963426709175
