R,T,Mean
1,1,0.61383911898361032122295455337734892964363098144531
1,2,0.41038805503128350515851252566790208220481872558594
1,3,0.27970586495476290611605918456916697323322296142578
1,4,0.19161609500619461443626789787231246009469032287598
1,5,0.13123614298968147573454245957691455259919166564941
1,6,0.089928023541788359995763357801479287445545196533203
1,7,0.061526862406839966102012340343208052217960357666016
1,8,0.042012835869192223514634321190897026099264621734619
1,9,0.028710110584722996207585055117306183092296123504639
1,10,0.019513942141297202503835706011159345507621765136719
1,11,0.013221372123751566618476971370910177938640117645264
1,12,0.009067977902143463733719563890645076753571629524231
2,1,0.41008837274180576226711991694173775613307952880859
2,2,0.21709207656319839951919448139960877597332000732422
2,3,0.1234527528420883979443090083805145695805549621582
2,4,0.071884088504223078719412853843095945194363594055176
2,5,0.041894863057296727326672680646879598498344421386719
2,6,0.024444329514848629758549947155188419856131076812744
2,7,0.014120819346204875263661726592090417398139834403992
2,8,0.0083230041599694389031771635245604556985199451446533
2,9,0.0047182188051961499244968401001187885412946343421936
2,10,0.0025476069322537668072892191872824696474708616733551
2,11,0.0015179719092302320238713209121783620503265410661697
2,12,0.00098836140359872051708300944028451340273022651672363
3,1,0.27942026109501910680066316672309767454862594604492
3,2,0.12335189269868522543571742744461516849696636199951
3,3,0.062409868850190244882192303066403837874531745910645
3,4,0.033022565510261787935508692726216395385563373565674
3,5,0.017738793617670674251929341380673577077686786651611
3,6,0.0095888345332530607045828929813069407828152179718018
3,7,0.0049047177485863581100633545872824470279738306999207
3,8,0.0025057062024755483858884375081288453657180070877075
3,9,0.0016308433604433111418358093303027089859824627637863
3,10,0.00075414626546092225923417773358892191026825457811356
3,11,0.00032216082951220750439300100076422950223786756396294
3,12,0.00031284528136205812720235797108614406170090660452843
4,1,0.1914107674436156258934715879149734973907470703125
4,2,0.07165401065422123683124056015003588981926441192627
4,3,0.033161433677349978765835913918635924346745014190674
4,4,0.016006947347581075569156183746599708683788776397705
4,5,0.008084741311792558240978401329357438953593373298645
4,6,0.0041158760898964011701317566860325314337387681007385
4,7,0.0018918477072606527077114346724329152493737637996674
4,8,0.00082833046554264984622645284773057028360199183225632
4,9,0.00070302304013365019517978193874796488671563565731049
4,10,0.00029381804269779186050692842968601325992494821548462
4,11,8.6833806912532397444606790948284924525069072842598e-05
4,12,-0.00020727691137967265669513061698836509094689972698689
5,1,0.13125872646440206459317323606228455901145935058594
5,2,0.041777099223970999564148343097258475609123706817627
5,3,0.017911471219022343653870521507087687496095895767212
5,4,0.0081096137841493703274364790445360995363444089889526
5,5,0.0040460940877702928492043454866688989568501710891724
5,6,0.0019728166116038683107480888878626501536928117275238
5,7,0.00086337348236573618290995435486934184154961258172989
5,8,0.00046738130504673472843252257646895486686844378709793
5,9,0.00019800292808319787775730991263856139994459226727486
5,10,7.3154865157235712748613754019544330731150694191456e-05
5,11,5.2775096838067636791352182923375835343904327601194e-05
5,12,-1.9553155128907276584699932026056856670948036480695e-06
6,1,0.089874989038160268961519250296987593173980712890625
6,2,0.024524308989451366197487303111302026081830263137817
6,3,0.0097325599132817731257150128953981038648635149002075
6,4,0.003779758924270994625144171052966157731134444475174
6,5,0.0017421254493666428215387087519161468662787228822708
6,6,0.00088198912811869383757829021774909961095545440912247
6,7,0.00065019366464868393658965706194408085139002650976181
6,8,0.00047049734455441598237473987964563093555625528097153
6,9,0.00021116510625124107003794393655482508620480075478554
6,10,0.00019816892634534269542964657340178291633492335677147
6,11,0.00010978548436558088101985125595305703427584376186132
6,12,-0.00012614075817351651730667538853225551065406762063503
7,1,0.061476457342459434052273081761086359620094299316406
7,2,0.014385766503896396314998717969046992948278784751892
7,3,0.0052839030033007116510246348184409725945442914962769
7,4,0.0018771597651002396630465218763106349797453731298447
7,5,0.00092663097325886717176707252363598854572046548128128
7,6,0.00037747703142865739710243300208958316943608224391937
7,7,0.00015683982921853997717816231460830067589995451271534
7,8,2.5252842317292875141693936358322503110684920102358e-05
7,9,-0.00018626721258781255810728361144157361195539124310017
7,10,-1.5887167263744954098184797297577119934430811554193e-05
7,11,-7.1255740319517882450268964067419119601254351437092e-05
7,12,-9.3722832449405274121700948342095216503366827964783e-05
