R,T,Mean
1,1,0.61341953328768439313023463910212740302085876464844
1,2,0.40967498867101198589679711403732653707265853881836
1,3,0.27890025541795071539752370881615206599235534667969
1,4,0.19078219463970536029506774866604246199131011962891
1,5,0.13090480371288035210675104735855711624026298522949
1,6,0.089755623511929671920483997382689267396926879882812
1,7,0.06155319019806663322080808598002477083355188369751
1,8,0.042255500576876312002205793305620318278670310974121
1,9,0.029116188790052222740145637658315536100417375564575
1,10,0.019975960269416729447877756342677457723766565322876
1,11,0.013511029208158458272959201451612898381426930427551
1,12,0.0092027123521082540569260288521036272868514060974121
2,1,0.40969822482013618092366868950193747878074645996094
2,2,0.21639140615460869532249432722892379388213157653809
2,3,0.12275960112515160727042484722915105521678924560547
2,4,0.071350006059811468817066781866742530837655067443848
2,5,0.041608930048432468673524908808758482336997985839844
2,6,0.024521633513545720850501652421371545642614364624023
2,7,0.014357887954956115653115666930261795641854405403137
2,8,0.0085869664209299867430047470406861975789070129394531
2,9,0.0053266202355666154855118321620466304011642932891846
2,10,0.0033409208457106363311661656467776992940343916416168
2,11,0.0021230648425487833735880727203948481474071741104126
2,12,0.0015448623117365778856929781071016805071849375963211
3,1,0.27887547482391905617760130553506314754486083984375
3,2,0.12292032206090509893758877524305717088282108306885
3,3,0.062371022307615937851910103972841170616447925567627
3,4,0.032826924274446597773469136427593184635043144226074
3,5,0.017644711703487501314180363465311529580503702163696
3,6,0.0098140785100362861598233266136048769112676382064819
3,7,0.0055815677274193339213459452707866148557513952255249
3,8,0.0030250872600261426333123626619681090232916176319122
3,9,0.001682594952358545037016113177230636210879310965538
3,10,0.0011356377784663628741773644392765163502190262079239
3,11,0.00070585990937818536301168181879006624512840062379837
3,12,0.00031691293427746694555402484638761961832642555236816
4,1,0.19059172654874867447460928815416991710662841796875
4,2,0.071299160284078774707516856778966030105948448181152
4,3,0.032862087741742748714379729335632873699069023132324
4,4,0.016333093026643784317908369985161698423326015472412
4,5,0.0080340442546507403326350171823833079542964696884155
4,6,0.003897483758775215165887084722839972528163343667984
4,7,0.0019783842482774083131047415662351340870372951030731
4,8,0.001000451343250710915452894589350307796848937869072
4,9,0.00068528582443028618776531546430419439275283366441727
4,10,0.00040286645542724619636562599644946658372646197676659
4,11,0.00044619935902021100933984021352785021008457988500595
4,12,8.5684023815408915736649420047399416944244876503944e-05
5,1,0.13073669619476038783467686243966454640030860900879
5,2,0.041661959401174022965541610119544202461838722229004
5,3,0.017759811359666952818026075533452967647463083267212
5,4,0.0082900970056427551041489110161819553468376398086548
5,5,0.0041744437855801260275900865792664262698963284492493
5,6,0.0019007398264966584699314777751055771659594029188156
5,7,0.0011371211190630231644554948289282947371248155832291
5,8,0.00058253439442915871688405404782429286569822579622269
5,9,0.00042806979388799483703803572254287246323656290769577
5,10,0.0002762425442285829915375905407870504859602078795433
5,11,0.0003472915607706143575027224468243502997211180627346
5,12,0.00011131591212652674799561680618609216253389604389668
6,1,0.089570091125222045524978398134408053010702133178711
6,2,0.024483389494004238057245359527769323904067277908325
