R,T,Mean
1,1,0.613860537961617325208862894214689731597900390625
1,2,0.41053185757951371481766500437515787780284881591797
1,3,0.2799988019453525933677440207247855141758918762207
1,4,0.19186065669118071430609973049286054447293281555176
1,5,0.13168557500593441877967393338622059673070907592773
1,6,0.090320345498322601729412895110726822167634963989258
1,7,0.062123235904813146890379726983155705966055393218994
1,8,0.042742352948018098868221414932122570462524890899658
1,9,0.029416887699634387820513126143850968219339847564697
1,10,0.020236654447202413742434856658292119391262531280518
1,11,0.013778202907998585852178408117651997599750757217407
1,12,0.0092845566538564874153882655605229956563562154769897
2,1,0.41048349710340803486730010263272561132907867431641
2,2,0.21754530874874913881633631262957351282238960266113
2,3,0.12382350736823252712603959935222519561648368835449
2,4,0.07179473065560149080965857137925922870635986328125
2,5,0.042009076246622062411617548605136107653379440307617
2,6,0.02448697957702027083737306156763224862515926361084
2,7,0.014353485997851531466573682394027855480089783668518
2,8,0.0087455706995666036840386681205927743576467037200928
2,9,0.0047150522308588875206036838960699242306873202323914
2,10,0.0026432985814205788716035883112454030197113752365112
2,11,0.0013611578847454869345412475922785233706235885620117
2,12,0.00077954514318971613803799236563918384490534663200378
3,1,0.2798272269311770088506818865425884723663330078125
3,2,0.12381520735948896294598142731047119013965129852295
3,3,0.062973034238826511299613741812208900228142738342285
3,4,0.033118625052953098997221559329773299396038055419922
3,5,0.017516084503014197476522539886900631245225667953491
3,6,0.009434402388036687570060934149296372197568416595459
3,7,0.0047472853410425938647243526702368399128317832946777
3,8,0.0025050561816689514461897747565899408073164522647858
3,9,0.0012400074250021098955232279337224099435843527317047
3,10,0.0005294216084565838082234834338635209860512986779213
3,11,0.00035580008967921454999389085926964071404654532670975
3,12,9.1432436696005381111113097247766745567787438631058e-05
4,1,0.1918730610171774375594111461396096274256706237793
4,2,0.071790432040844301408988314960879506543278694152832
4,3,0.033395149534799870028045631897839484736323356628418
4,4,0.016274787298081440367614192155087948776781558990479
4,5,0.0082293817968643913352000396344010368920862674713135
4,6,0.0043869612157163154556038797693418018752709031105042
4,7,0.0022877834715919948861684307672703653224743902683258
4,8,0.0011162178393878865317878634755288658197969198226929
4,9,0.00043819446477502194863332118934806658216984942555428
4,10,0.00049519196368780953390609234077146538766101002693176
4,11,0.00028127376308160827959176097934346216788981109857559
4,12,8.5863439304220961768550693382628935523825930431485e-06
5,1,0.13170297734912350673397440914413891732692718505859
5,2,0.041837910800644591280406103805944439955055713653564
5,3,0.017802831831603905393679454505218018312007188796997
5,4,0.0078824715024899717763506856726962723769247531890869
5,5,0.0040353861398740656363237633286189520731568336486816
5,6,0.0018977199619101101264739828167193991248495876789093
5,7,0.00081863063462014548383322010138840596482623368501663
5,8,0.0002125244515415551367458479870009568912792019546032
5,9,8.0589686834750935912410896300173135387012735009193e-05
5,10,-0.00019469642963756720265532107472239431444904766976833
5,11,0.00026135332852647753668420826933527223445707932114601
5,12,0.00011379220790037383444302104829048971623706165701151
6,1,0.090383810823265617329091980991506716236472129821777
6,2,0.02450496630689442956185786215428379364311695098877
6,3,0.0093924434367132613593609491431379865389317274093628
6,4,0.0041382158508756180029242166540370817529037594795227
6,5,0.0017878483080220539114257860546786105260252952575684
6,6,0.0010112183941899841824879624496702490432653576135635
6,7,0.00053444964613004572635823752335682002012617886066437
6,8,6.9962383739288463771195496210264508363252389244735e-06
6,9,-3.4400776177850483407167497817980006402649451047182e-05
6,10,-0.00012695726200271541922980078620497579322545789182186
6,11,-3.1468664597773004956531017750620549122686497867107e-05
6,12,-8.0245000021540903315311887844529792346293106675148e-05
7,1,0.062052705621372737654350970615269034169614315032959
7,2,0.014383788758761329590329935967929486650973558425903
7,3,0.0051151018985394341997974265723314601927995681762695
7,4,0.0020833750310988463118333502421819503069855272769928
7,5,0.0011784369639741927235365714921044855145737528800964
7,6,0.00051995266752746728718126423274270564434118568897247
7,7,0.0002935857903050497711566757530476934334728866815567
7,8,2.9980573677051227553984683038557079726160736754537e-05
7,9,0.00010905103841089476850081257941482704154623206704855
7,10,2.0328006242717289951118728175138983260694658383727e-05
7,11,0.00016110372290553166569476717384645780839491635560989
7,12,4.1474874207806252627162707513619466226373333483934e-05
8,1,0.042538928540673093259272263821912929415702819824219
8,2,0.0084610896953996091868210882580569887068122625350952
8,3,0.0028922631648282165657548592463399472762830555438995
8,4,0.0011500305480807466052689536084585597564000636339188
8,5,0.00072763276525257753520742332042914313205983489751816
8,6,0.00040082365795766992239146375709424319211393594741821
8,7,2.3349900573934174964271792696024476754246279597282e-05
8,8,-2.3601767517909792720590470005426197985798353329301e-05
8,9,0.00012466328599561549107452296247799949924228712916374
8,10,-5.9999478676134075725689259739326075759890954941511e-05
8,11,4.5475746127845442182829893695839018619153648614883e-05
8,12,2.6422291905062894758595207211904209998465375974774e-05
9,1,0.029250311000410849499031584741715050768107175827026
9,2,0.0050512339949804353073092855197501194197684526443481
9,3,0.0016242872598548159165932069925020186929032206535339
9,4,0.00069860214363155488225681777336717459547799080610275
9,5,0.00030555842466131754881636384268972506106365472078323
9,6,0.00025151073199161557824438117947352111514192074537277
9,7,-0.00030951306381219302697044293282147009449545294046402
9,8,-7.4255947491819987611727515997017690096981823444366e-05
9,9,-0.00020148831508495399725960917081124534888658672571182
9,10,-0.00012759131332571607242258593384320874974946491420269
9,11,-8.5825304857450995777400082342722953399061225354671e-05
9,12,6.3249573843527156992612436869904968261835165321827e-05
10,1,0.020024209327331159852247921548951126169413328170776
10,2,0.0029138744828862725259888133422236933256499469280243
10,3,0.00065646804580892902797328858355285774450749158859253
10,4,0.00034644308182319512746244472012335791077930480241776
10,5,0.00026269018753196157886162231953619539126520976424217
10,6,0.00016484411404143851985308610874625401265802793204784
10,7,-0.00011819470000545759778582538546132241208397317677736
10,8,5.0263461536965719394284141108286689814121928066015e-05
10,9,0.00010923528333797300458613693807663480583869386464357
10,10,8.6317944868799094696940055193579155456973239779472e-06
10,11,0.00014619621662405478845943307408816735915024764835835
10,12,-1.6217423571989224366203877214509532223019050434232e-05
11,1,0.013749205140988650028499584720975690288469195365906
11,2,0.0018372808922858352258244973853607007185928523540497
11,3,0.0001625925212633169930458165719500129853258840739727
11,4,0.00025615968081093459015468161155126836092676967382431
11,5,0.00015473150955038896350347832342464471366838552057743
11,6,0.00013408600940059952418177691146894403573242016136646
11,7,2.9777193125780683643447771524748191040998790413141e-05
11,8,-3.6711730259020952345846294795350672757194843143225e-05
11,9,0.00028140561159706051902462675684546411503106355667114
11,10,0.00010082700602786774158638183340741534266271628439426
11,11,2.2948644159424176906976466927545743601513095200062e-05
11,12,-5.6546168398336349046520016292660670842451509088278e-05
12,1,0.0095966055173632401620320564461508183740079402923584
12,2,0.0011683787303184581338882930268141535634640604257584
12,3,0.00032584295523660819883862704848809244140284135937691
12,4,0.00014918211015784344115886472792453787405975162982941
12,5,0.00020200881978478486345265907608848010568181052803993
12,6,-8.5688488009753413401740906873982339675421826541424e-05
12,7,-0.0001294373620680945146527163203131749469321221113205
12,8,0.00013038180007531261221827290075481187159311957657337
12,9,0.00021746179103628593691673043242218454906833358108997
12,10,-5.9832608966731742525767268059411208014353178441525e-05
12,11,-0.00016426760854680930298496455144174888118868693709373
12,12,0.00027954476680216322091385161563437122822506353259087
